id;nama_pengguna;tanggal;skor;ulasan;label
452;Boni Albab;25/12/2021 7:54;3;・・・・;1
453;Yektining asih;24/12/2021 7:54;3;proses pembayaran cepat tanpa mengantri d samsatnya,bsa dilakukan kapanpun & dimanapun.sayangny utk proses pengiriman masih terkendala,sehingga e-stnk tdak bsa dikirimkan jadi tetap hrs dtg k samsatny utk pengambilan pengesahan stnk ny.hal ini cukup merepotkan apalagi jika pemilik kendaraan sedang dinas luar kota ato keluar prov untuk jangka waktu lama.& akhirnya merepotkan kluarga yg ada di rmh utk dtg mengambil k samsatny.semoga bs dperbaiki lg utk opsi pengirimanny;-1
454;Dahnial Ahmad;23/12/2021 15:35;3;kurir kantor pos nya tolong di ajarin lagi agar lebih ramah. hari ini kurir kantor pos yang nganter surat pajak kerumah saya ngomong nya nyolot bgt.;-1
455;Aufa Shidqi;23/12/2021 14:09;3;Kalau boleh kasih masukkannya agar DATA KEPEMILIKAN KENDARAAN BERMOTOR ada keterangan waktu tanggal bayar pajaknya juga & kalau bisa digabungi sama digital Korlantas atau data digital Korlantas pindah di signal agar tidak banyak menggunakan aplikasi;-1
456;Jafar Sidik;23/12/2021 7:14;3;Pengajuan perpanjang 2 STNK secara bersamaan, satu sudah dikirim, satu masih belum dikirim;-1
457;d_ firm;22/12/2021 13:40;3;Bisakah bayar pajak klo sudah telat 1 tahun??;0
458;Muji Lestari;20/12/2021 17:58;3;susah untuk melacak pengiriman, tidak ada opsi untuk lacak pengiriman. sekalinya muncul hanya sekejap langsung hilang dan tidak bisa di klik. padahal sudah bayar sesuai nominal tagihan;-1
459;Sultan Ahmad Rizal;20/12/2021 11:25;3;Susah banget mau verifikasi ktp sama wajah saat ini aja;-1
460;Nahrudin Din;19/12/2021 17:21;3;Memasukan data kendaraan selalu tidak bisa. Tolong di bantu bagaimana solusinya;-1
461;Nisrina Nurhuda;18/12/2021 19:06;3;"Mantap ・・・・ berguna banget buat yg gak sempet ngurus langsung ke gerai samsat. Tapi sayangnya kalau menggunakan opsi ""Pengiriman"", fitur lacak pada aplikasi ""SIGNAL"" ataupun ""Kantor Pos"" tidak berfungsi. Terima kasih ・・・・";-1
462;wildan tomisha;18/12/2021 11:42;3;Kenapa apliksinya tidak dapat di buka ? Padahal.ini sangat membantu apalagi di saat pendemi...mohon aplikasinya di perbaharui supaya bisa berjalan dengan lancar;-1
463;Dwi Sulistianto;17/12/2021 9:06;3;Costumer servise nya kurang tanggap. Saya memiliki kendala ga di respon sampe jatuh tempo jadi kena denda. Padahal sudah melakukan pembayaran.;-1
464;Yhanty Atut;16/12/2021 19:14;3;Untuk pembayaran mudah, tp pengiriman kurang jelas, harusnya pengiriman jangan di singkat kita kan gak ngerti, niatnya gak mau ribet pengen duduk manis aja dirumah, karna gak ngerti dan gak mencet tombol pengiriman nya, jadi tetep harus ke samsat untuk ngambil STNK nya, jadi ribettt 2 kali;-1
465;Achmad Firdauz;16/12/2021 15:13;3;Udah download, tapi saat verifikasi foto wajah, gak bisa.;-1
466;patungan properti;16/12/2021 15:12;3;sy mau bayar pajak kendaraan R2 dan R4 untuk pajak kendaraan R4 berhasil,tapi untuk pajak kendaraan R2,gagal terus. tolong di perbaiki lagi sistem IT nya.;-1
467;amanah bapak;16/12/2021 13:42;3;kode otp tidak ada yang masuk saat daftar dan berakibat gagal daftar. mohon diperbaiki crashnya;-1
468;andro satrio;15/12/2021 11:13;3;"Opsi pilih jenis pengiriman selalu gagal. Statusnya ""sistem pengirimannya tidak bisa digunakan, blablabla"" mohon bantuannya. Katanya memudahkan serba online, giliran orang mau pakai banyak sekali kendalanya. Terima kasih.";-1
469;Sebastian Nenta Davy;15/12/2021 9:03;3;Aplikasinya sudah bagus.. setidaknya bisa mengikuti perkembangan zaman.. jadi lebih praktis.. cuman kekuranganya yg sangat mengena saat memverifikasi wajah saat foto asli dengan wajah di ktp nya.. padahal keduanya adalah foto yg asli.. tapi ya itu saat memverifikasi yang sangat sulit.. gagal terus tidak tau kenapa.. padahal saya pun sudah pakai pakaian yg terlihat rapi...;-1
470;Robi Santosa;14/12/2021 13:19;3;Bagus, membantu sekali bagi yang kesulitan waktu untuk datang kelokasi. Hanya perlu ditingkatkan untuk pengiriman, butuh waktu 5 hari baru nyampe rumah.;1
471;Tia Waroka;13/12/2021 23:35;3;pembayaran agak ribet, gabisa lewat mbanking;-1
472;rio bagas14;11/12/2021 15:14;3;B aja. Server nya lemot;-1
473;aris t;11/12/2021 12:25;3;Ko kode pembayaran tidak di temukan terus ya..aneh..;-1
474;Zakky Ahmad;08/12/2021 10:20;3;Kalo bayar pajak kendaraan orang lain, bukan 1 KK apa bisa? Soalnya kendaraan saya atas nama kakak akan tetapi sudah berkeluarga masing-masing (beda KK) dan sudah beda provinsi. Mohon pencerahannya.;0
475;Fadela Yunian Astianto;08/12/2021 8:05;3;Tolong pembayaran via BCA,,karena via BRI tidak bisa mbanking;-1
476;Puji Febriyanti;07/12/2021 11:21;3;Saya ada Komplain kmrn sdh saya email dan masenger tapi blm ada respon solusi dari adminnya;-1
477;Adam Yusup;06/12/2021 23:12;3;Saya beli motor second, masih atas nama pemilik pertama. Apakah bisa bayar pajak tahunan (perpanjang STNK) lewat sini? Bagaimana caranya?;0
478;Fadhil Ahmad;06/12/2021 21:39;3;Kenapa pada saat verifikasi wajah atau foto wajah sudah ada tanda check list tapi tetap gagal dan diulangi lagi dan ini baru pendaftaran tapi sudah gagal mohon diperbaiki lagi sistemnya;-1
479;gerry rizaldy;06/12/2021 16:46;3;tolong lain kali diperhatikan dulu alamat pengirimannya, di resi sama aplikasi alamat pengiriman berbeda;-1
480;Tongam Panahatan;06/12/2021 15:50;3;"Aplikasi Mohon DITINGKATAN KUALITAS,Hari ini 6/12 21 saya coba seharian ngga berhasil,yang muncul ""maaf ada gangguan sistem"" Terpaksa bayar disamsat ,butuh waktu 2 jam baru selesai";-1
481;Adi Nugroho;06/12/2021 13:18;3;Mau isi samsat sama kode samsat + pilih pengiriman nggak bisa, sayang banget aplikasi sudah bagus tapi belum bisa digunakan.;-1
482;Edy Saputra;06/12/2021 10:07;3;Susah daftarkan;-1
483;Refly Ganap;06/12/2021 9:27;3;Tidak bisa log in terhenti di masukan foto ktp trus gman ?;-1
484;Risky Prasasti;06/12/2021 0:39;3;Gk ada kerjasama sm bca・・・ｨ jd syedihhh;-1
485;gunawan sae;05/12/2021 19:40;3;Mantapn;1
486;Yuni Sulistianingsih;04/12/2021 15:59;3;Pada saat pendaftaran dan pengesahan stnk gagal trus .kenapa ya??;-1
487;iyam marhamah;03/12/2021 9:35;3;Tidak dapat kode otp;-1
488;Ahyar Udin;02/12/2021 20:13;3;Maaf, kenapa saya tdak bisa melakukan pendaftaran akun dg info bahwa terjadi masalah pada koneksi anda, sprti itu terus saat saya mau mendaftar akun, Mohon solusinya;0
489;Rico Ricardo Sinaga;02/12/2021 15:27;3;Susah daftar;-1
490;gio muqtadir algian;27/11/2021 2:35;3;Lumayan. Tapi ada kendaraan saya tidak bisa pengesahan harus ke samsat keterangannya;0
491;SekarRepku;25/11/2021 14:57;3;Aplikasinya sih joss gampang, cuma kenapa menu pembayaran bank BCA kaga ada? Heran gua aduhhh bikin susah aja;-1
492;Fredy Maslim;25/11/2021 11:09;3;ini secara aplikasi sih membantu banget. cuma sy blm Terima fisik STNK padahal sudah bayar ongkir utk pos;-1
493;Saidabdulpai01;22/11/2021 15:35;3;"Verifikasi wajah gagal terus, ada tulisan ""tidak sesuai foto KTP"", jadi gini iya muka ane sekarang kaga sesuai di KTP, dulu ane gemuk otomatis muka ane besar dan sekarang ane kurus dan lekukan muka ane jadi ramping engga kek dulu, dan satu lagi ko ane susah y buat ke ditek saat ""kedipkan mata"", iya mata ane sipit jangan gitu juga kali, kek raris.";-1
494;I.Gusti Ngurah Wishnu Dipura;20/11/2021 18:30;3;Dear SAMSAT Team.. Maaf, saya ingin bertanya perihal mengapa saat in-app saya tidak bisa menambahkan data kendaraan saya ya? Padahal semua data telah saya isi dengan benar. Mohon bantuannya ・・・・;0
495;Agung Saputra;20/11/2021 11:47;3;Saya melakukan pembayaran kok gk bisa;-1
496;Hengki Mustafa;20/11/2021 11:26;3;Menunggu kode bayar aja sangatlah lama,,,sudah belasan kali saya coba,, tapi kode bayar nya ,,,gak datang datang・・・・・・・・・・・・・・・・;-1
497;Andi Susanto;20/11/2021 0:39;3;Dari pihak samsat daerahku sntk di kirim tapi tanpa stiker hologram...;-1
498;Uraaa S;17/11/2021 22:05;3;Pilihannya cuma milik sendiri dan 1 KK, gimana atas nama orang lain. Sepeda motor kan bukan barang mewah harusnya peraturan terupdate sesuai kebutuhan jaman.;-1
499;Ayuf Mufakhidin Official;17/11/2021 18:30;3;Gimana ini konfirmasi data malah ngga bisa;-1
500;Mamas Jahat;16/11/2021 17:30;3;Menu untuk memilih samsat tidak muncul di pilihan pengiriman lewat pos!;-1
501;saut pardomuan panjaitan;16/11/2021 13:20;3;bukti pembayaran/pengesahan sdh 2 minggu blm sampai;-1
502;Ridwan Setiyawan;22/03/2022 19:59;4;Pembayaran kedua di signal. Yg pertama ongkirnya 9500 tp prosesnya sampai seminggu. Yg kedua ini ongkirnya naik jd 23900 tp proses kirimnya jd 3hr aja. Pelayanan bagus tp mahal di ongkir dan biaya admin masih lebih baik ongkos di biro jasa;-1
503;Dwi Putri;22/03/2022 14:37;4;Awalnya sulit masuknya....berulangﾂｲ verifikasi email gagal terus... Dg pnuh kesabaran.. D ulang ulang lagi... Dan akhirnya jadi juga. Sampai d rumah tepat waktu.・・・・・・・・;-1
504;Dewi Lanjarsari;22/03/2022 14:17;4;Kenapa saya belum mendapatkan email setelah melakukan pendaftaran...;-1
505;nstjamal _;22/03/2022 10:36;4;sangat membantu ・・・・ｸ・;1
506;Edy Pranata;22/03/2022 9:53;4;mantan sangat membantu untuk motor yg berplat luar kota.. mudah cepat dan efisien.. lngsung jd STNK nya;1
507;Allie;22/03/2022 6:43;4;Sangat membantu sekali, tapi pengiriman berkasnya lambat. Mohon agar ditingkatkan kembali... Terima kasih;1
508;Munir Putra Kusuma;21/03/2022 16:23;4;semoga ke depannya lebih memudahkan masyarakat dan pelayanan jadi lebih baik lagi. ・・・・・・・・・・・・;1
509;Agus Hendriyanto;20/03/2022 22:44;4;Tetap semangat;1
510;dj jems;20/03/2022 14:43;4;Apakah aplikasi ini bisa bayar pajak + ganti plat nomor 5 tahunan.. ??;0
511;Robert Maula;20/03/2022 14:08;4;Apakah bisa bayar pajak beda pulau? Misal provinsi Bali ke Jatim;0
512;deslim marpaung;19/03/2022 9:56;4;Prosesnya sdh bagus secara digital mempermudah proses ga mesti dtg ke samsat, yg harus diperhatikan dlm pengiriman paketnya yg lama pdhl dlm 1 kota yg sama, dftr 08-03-2022 dikrm 12-03-2022 sampai 18-03-2022, itu pun terdapat 2 resi yg dr aplikasi Signal tidak update dr pos keluarkan resi baru lagi dan kode alamat pd resi baru tidak sesuai dgn resi dr aplikasi signal. Pengiriman dlm 1 kota setidaknya 1-2 hari kerja.;1
513;Siti Masitoh;19/03/2022 9:37;4;Sangat memudahkan ・・・・・・・ｾ;1
514;Suyadi;18/03/2022 20:16;4;pelayanan nya cukup bagus. cuma pengiriman nya lama banget. prediksi nya 2-3 ternyata 7 hari baru sampe STNK nya.;1
515;Amat Zheng;18/03/2022 14:16;4;Hanya kelebihan gk perlu antri lg di Samsat.. Tetapi masih Perlu bawa BPKB, STNK, KTP asli dan Fotocopy.. Terima kasih;1
516;Mahesa resiano;18/03/2022 12:07;4;Mayan...;0
517;Subroto Mtn;18/03/2022 10:06;4;ya gak ribet sih..;1
518;Yuliana dede;17/03/2022 20:38;4;Hallo pak saya mau nanya apakah bayar pajak kendaraan bermotor untuk KALBAR, samsat kabupaten Landak juga bisakah?? Mohon infonya terima kasih・・・・・・・ｻ;0
519;Eka Juan;17/03/2022 20:23;4;Pembayarannya rada ribet. Katanya bisa di Bukalapak, tp pilihannya tak ada untuk pembayaran signal. Di indomaret, karyawannya rada2 gak paham ttg signal. Saya mesti jelasin dulu. Pas dah paham, eh sistem maintenance u pembayaran signal. Di Kompas katanya bisa pk. Bca. Ternyata tak ada pilihannya. Akhirnya hanya di blibli yg sukses. Batas waktu pembayarannya mepet sekali cuma 2 jam di hari yg sama;-1
520;Irman Eko Setiadi;17/03/2022 7:19;4;Mudah penggunaannya, mantap ga perlu antri ・・・・. Hanya saja utk pengiriman POS nya ke rumah cukup lama ・・､・, maklumlah..bukan dari jasa pengiriman swasta..pasti beda ・・・・;1
521;Yusman Sasmita Ardy;17/03/2022 6:51;4;mudah diakses dan langsung bisa bayar online..lebih ditingkatkan lagi pelayanannya karena sudah bagus;1
522;David Ng;17/03/2022 0:52;4;awesome;1
523;yoga hidayah;16/03/2022 23:35;4;Nah pas, pak/ibu sya mw nnya... Kokpajak mobil starlet saya thun 93 mahal ya, sampe 1.9jtan...bisa di bntu;0
524;Intan Almaas;16/03/2022 23:24;4;aplikasinya membantu sekali, cuman untuk saran sih bagusnya perbanyak kerjasama dengan layanan pengiriman lain, jangan sama pos aja. Surat pajak saya tertahan di kantor pos itu sampe 3 minggu, dan kalo pos itu lamaaaaa banget tindak lanjutnya walopun sudah di laporkan. Butuh 2x laporan baru bisa bergerak.;1
525;Primz Snk;16/03/2022 17:30;4;Kenapa aplikasinya sibuk terus pas mau pembayaran di indomaret , jadinya kan di cancel terus;-1
526;Tiarma Lenni Juliani;16/03/2022 16:00;4;sangat membantu ,hanya saja saat mendaftar untuk foto selalu gagal kembali ke semula・・・.semoga semakin lebih baik lagi.;-1
527;Leo Simbolon;16/03/2022 14:59;4;pengiriman masih cukup lama sampai ke penerima. 5-7 hari kalender;-1
528;Anggi Hergiansah;16/03/2022 13:12;4;Verifikasi email nya ko susah ya...sudah coba beberapa kali dan edit profil tetap aja ga bisa;-1
529;Ajat Sudrajat;16/03/2022 6:27;4;Sangat membantu bagi yang sedang di luar daerah;1
530;Azka Faeyza;15/03/2022 14:24;4;Semoga untuk pembayaran pajak kendaraan dengan beda KK bisa di beri opsi , biar kendaraan bukan milik sendiri dan beda KK bisa di bayar dengan satu akun ,biar tidak banyak daftar akun, dan tidak ribet daftar akun lg yang penting nik ektp terdaftar,agar tidak banyak motor mati pajak karja ribet pembayaranya harus dengan ktp asli pemilik dan akun pemilik kendaraan itu sendiri. Seperti aplikasi sampolnas yang lama 1 akun bisa buat bayar kendaraan yang beda pemilik dan beda KK..;-1
531;aris setiawan;15/03/2022 13:44;4;cukup membantu, hanya saja ubtuk motor atau mobil yang beratasnama STNk sndri, jadi klo buat bayar STNK dengan nama lain gak bisa, moga nanti kedepanya juga bisa;-1
532;Adiningsih Pratiwi;15/03/2022 10:13;4;bagus bgt aplikasinya;1
533;Oka Arsana;15/03/2022 10:04;4;Saya sudah melakukan pembayaran, dan mendapat konfirmasi selesai dan sudah ada e-tanda bukti pelunasan kewajiban. Saya pilih mengambil langsung ke kantor samsat terdekat yaitu samsat gianyar. Apakah yg harus saya lakukan saat di kantor samsat?;-1
534;Bayu Astri;15/03/2022 8:23;4;Cara dapatkan kode pembayaran gmn ya pak min?;0
535;Kurnia widi;15/03/2022 6:43;4;Semoga bisa lebih di tingkatkan lagi kecepatan prosesnya;-1
536;Erman pdp;14/03/2022 23:27;4;Kalo diperbaharui lagi ditambah cara balik nama, mutasi, berita pemutihan. mungkin makin banyak orang yang mau mengurus pajak kendaraan tampa ngantri lg.terikasi.;-1
537;Nugraha Budi chutoz;14/03/2022 9:50;4;lumayan,berguna;1
538;Bani [ ];14/03/2022 7:47;4;stnk mendarat dengan selamat dan aman di rumah. thx;1
539;muhamad nur fajar;13/03/2022 18:14;4;Kenapa saya mau bayar tidak bisa?? Tertulis diblokir oleh penyedia jasa??;-1
540;Djito Family;12/03/2022 21:07;4;Saya tracking prosesnya di samsat cepat, cuma saat pengiriman waktunya perlu dipercepat untuk sampai di penerima;1
541;Amel Handayani;12/03/2022 16:13;4;sangat mudah dan cepat pengirimanya;1
542;Sidik Pramudito;12/03/2022 13:55;4;sangat membantu.. tanpa repot antri.. akan tetapi untuk biaya pengiriman mohon dapat dievaluasi, sebab terlalu mahal, padahal pengirim dr samsat jaksel, alamat tujuan juga masih di jaksel. kalo biaya adminnya masih masuk akal.;1
543;Ryan Ronaldo;12/03/2022 13:38;4;mayan;0
544;Saepuloh Epul;12/03/2022 12:31;4;good, tingkatkan terus layanannya. tks;1
545;Dwi Toha;12/03/2022 9:07;4;Gimana ini admin signal gada yg respon, soal pembayaran saya sudah berhasil via transfer bank tapi status di aplikasi masih belom terbayar juga sampai waktunya sudah habis. Tolong dong admin responnya!!, lumayan ini duit bayar pajak nominalnya!!;-1
546;Mulyonostdj Mulyonostdj;11/03/2022 18:41;4;Terima kasih..... dengan adanya aplikasi Signal sangat2 membantu untuk pembayaran pajak tahunan.....;1
547;Joko Raharjo;11/03/2022 16:06;4;Sangat membantu dalam pembayaran pajak secara online, hanya saja saat mencetak di Samsat petugas nya masih belum paham proses SIGNAL ini. mohon agar petugas dibagian e signal diberikan pelatihan dalam proses pencetakan notice pajaknya;1
548;zais gondes;11/03/2022 15:24;4;seharusnya bisa stnk 5thnan/ganti plat biar gk nanggung. cek fisik kn hasilnya bisa di foto.;-1
549;Endarto Thayono;11/03/2022 11:47;4;masa pengiriman terlalu lama sbb 1 minggu baru sampai;-1
550;Sirot Mustaqim;11/03/2022 6:59;4;Lumayan;1
551;Ricky Nanda;10/03/2022 23:57;4;perbaikannya ya mungkin prosesnya harus lebih cepat lagi itu saja terima kasih;-1
552;beni laksana;10/03/2022 14:19;4;tlg di percepat proses kirimnya;-1
553;ekmaldi;10/03/2022 12:59;4;Baru pertama kali pakai signal, mudah2an lebih baik dari manual;0
554;hasan izmi;10/03/2022 0:05;4;baik;1
555;fardi;09/03/2022 12:54;4;Kalau kendaraan yang beli tangan ke 2 atau ke 3 gimana min yang belum balik nama, soalnya gak bisa masukkan Data Kendaraan.;0
556;Mutiara Wati;09/03/2022 7:44;4;metode pembayaran terbatas, gabisa dari bank swasta. Tapi masih oke sih aplikasinya buat perantau yang mau urus STNK.;-1
557;Henry Budywan;09/03/2022 7:42;4;Supaya bisa di perbaiki proses transaksi yang gagal update.;-1
558;Noval Gia;08/03/2022 23:10;4;Mao bayar disini jd ragu.dgn komenan dibawah..;-1
559;NANDO SUNARTO;08/03/2022 17:32;4;pelayananya msh kurang cepat;-1
560;anime bro;08/03/2022 16:44;4;Bagus sangat membantu lebih di tingkatkan lagi;1
561;hadrat picky;08/03/2022 15:39;4;lebih cepat lagi dan aplikasi lebih stabil lagi;0
562;Rian Hidayat;08/03/2022 12:56;4;Bagus, memudahkan dan simple. Tapi sempat worry karena pas bayar tidak langsung terverifikasi. Lapor ke CS Signal dan cepat ditanggapi. Dokumen cukup lama diantar dari pihak posnya (seminggu baru diterima);1
563;Dedi Sutendi;08/03/2022 9:35;4;Ternyata mudah juga ya bayar pajak secara online,tidak serumit apa yg dibayangkan ・・・・;1
564;Adi Sumantri;08/03/2022 7:29;4;aga lama pengiriman nya;-1
565;dul yasan;08/03/2022 6:03;4;belum bisa merasakan aplikasi ini,karena nyoba prosesnya!;-1
566;dian bp;08/03/2022 2:39;4;sangat terbantu, perlu perbaikan informasi dan pelayanan terima kasih signal.....;1
567;fahrizal ali syahputra;07/03/2022 11:35;4;Kayaknya bagus, tpi blum saya coba krna pembyaran pajak motor saya msih lama. Masukan, klobisa pembyaran yg offline sblumnya di masukan data nya. Jdi biar lbih lengkap dan klo bisa di beiritahu kpan pmbyaran pajak motornya biar tidak lupa.;-1
568;Aulia Rahma;07/03/2022 9:40;4;memudahkan sekali untuk transaksi , tinggal ditambah fitur pengiriman pengesahan nya ke alamat sesuai ktp yg baru;1
569;rahmad riyanto;06/03/2022 18:04;4;Aplikasi yg bagus, lebih efisien dan mudah bayar pajak kendaraan, buat masukan harus ada pemilihan kurir (selain pos Indonesia) untuk pengantaran berkas.;1
570;ilham sabri;05/03/2022 22:54;4;ini baru inovasi... masa mau bayar pajak aja kita mesti antri. padahal mau ngasih duit gito loh... bukan mau minta duit. dengan aplikasi ini semakin mempermudah pemilik kendaraan dan tidak buang2 waktu dan tenaga antri di samsat. Lanjutkan...!;1
571;ADIT BEPE;05/03/2022 13:24;4;tolong perbaiki sistem aplikasinya, biar tidak kejadian lagi pas sudah bayar tapi di aplikasi keterangan KADALUWARSA, jadi kita pihak pemakai tidak merasa khawatir, terimakasih;-1
572;Indra Wati;05/03/2022 12:11;4;Ok;1
573;alif Gamma;05/03/2022 11:51;4;Smuanya bagus hanya minus sticker pengesahannya buat di tempelin di lembar stnk yg biru/ijo yg di lembar 5 tahunannya gak di kasih sticker pengesahannya;1
574;Teddy She;05/03/2022 9:57;4;email bukti pembayaran tidak terima, menunggu di samsat cukup lama;-1
575;Agus Hendra;05/03/2022 8:03;4;bagus,jd gak repot2 lg ke samsat.skalian mw tny,klu utk sntk ny ap nanti dkrim jg ke alamat tujuan?;1
576;Syam's Mpok-Mpik;05/03/2022 0:48;4;sering keluar aplikasi sendiri dan loading lama tapi keseluruhan bagus bayar pajak tanpa antri dan tanpa harus datang di tempat.;-1
577;Awibnow;04/03/2022 21:44;4;Saya dari kemaren mau bayar di indomart ada gangguan perbaikan sistem sampe jam 8 malam ini..terus jam 8 ini saya mau bayar malah aplikasi nya gangguan..saya info ke chat signal apa bener 2 bulan lebih dr jatoh tempo tidak bisa bayar melalui signal...terima kasih;-1
578;Muhammad Rayhan Fadilah;04/03/2022 20:19;4;Mantap;1
579;Hijab Alila Dhira;04/03/2022 12:06;4;Masa pengirimannya lama, sudah 8 hari belum di proses dari waktu pembuatan;-1
580;Daning Wicaksono;03/03/2022 11:11;4;Apk ribet.. Udah tengok ke kanan.. Tempat udah sepi.. Masih aja kagak bisa.. Segitu baru mau daftar;-1
581;apis aja;02/03/2022 21:10;4;belum terima suratnya;-1
582;aad priatna;02/03/2022 19:58;4;aplikasi nya bagus cukup mudah digunakan ,semoga imej polisi Dimata masyarakat bisa lebih baik;1
583;deka maggots;02/03/2022 17:27;4;pelayanan bagus, masalah cepat di respon;1
584;Krisma Sari;02/03/2022 13:47;4;Apakah di jogja sdh bisa menggunakan aplikasi ini?;0
585;Yul Febrianti;02/03/2022 11:13;4;hallo, mau tanya kalau akun nya daftar atas nama saya, tapi bayar pajak kendaraan STNK nya atas nama org lain, apakah bisa ? terima kasih;0
586;Satrya Pamungkas;01/03/2022 12:38;4;Mantap;1
587;Heiga Pribadhie;01/03/2022 8:24;4;Mempermudah pengurusan perpanjangan Pajak STNK. catatan : pengiriman fisik STNK Mhn diperbaiki.;1
588;jeffry jambi;28/02/2022 15:08;4;Ok;1
589;Wahid Gunawan;26/02/2022 11:54;4;Verifikasi gagal terus bikin kesel udah coba berulang ulang jga;-1
590;M.Saad Ujang;26/02/2022 9:27;4;Nampaknya sangat membantu, sy sudah registrasi di apk ini dan sdah menjelajah ke semua fiturnya, dan sy kasih jempol deh..・・・・・・・・;1
591;Tedi Hendrawan;26/02/2022 8:45;4;Aplikasi bagus sangat membantu;1
592;Akmal Rayhan;25/02/2022 19:32;4;Bagus, tapi yg perlu ditingkatkan adalah proses pengirimannya yg masih terlalu lama.. proses pengiriman sekitar 3 hari, padahal dari rumah ke samsat sekitar 3km doang wkwk;1
593;Gangsar Agung;25/02/2022 12:05;4;Biaya admin Rp.10.000, Ongkos kirim Rp.23.900, format penulisan alamat ngga lengkap akhirnya kurir nelpon ngga tau kesalahan dari Samsat atau Pos nya, kalo bisa di kasih pengiriman alternatif selain POS Indonesia,;-1
594;Herrychie Utomo;24/02/2022 12:11;4;Saya bingung dengan proses pengiriman stnk nya.....saya sdah melakukan pembayaran dari tanggal 19 januari....semua proses pembayaran sdah selesai....tp tiap kali cek resi selalu PRA COLLECTING smpai skarang,,,,jd smpai kapan saya harus menunggu;-1
595;EDANE EDANE;23/02/2022 21:00;4;Saya mau tanya nomor NIK nya,nomor NIK pemilik kendaraan bermotor atau Nomor NIK yg punya aplikasinya;0
596;tegal pelosok;23/02/2022 15:22;4;mantap pelayanannya. masa tunggu 4 hari.;-1
597;abeng tole;23/02/2022 10:44;4;tambahkan estimasi waktu prosesnya, jadi masyarakat bisa memperkirakan untuk memproses pembayaran pajak tahunannya, & juga tidak seperti aplikasi bodong lainnya;-1
598;risma wati;22/02/2022 16:26;4;Pak mau bayar ke indomart kp g bisaa knp pdhl terakhirny skrng tolong respon;0
599;Upit Rospita;21/02/2022 17:46;4;Saya mau bayar pajak, sudah daftar di aplikasi SiGNal, tapi kenapa ya blm bisa bayar di indomaret. Udh 3 cabang dicoba ga bisa2.;0
600;Jamal Udin;21/02/2022 17:41;4;Proses nya bagus,tetapi pas ingin melakukan pembayaran melalui Indomart kenapa slalu tidak bisa? Sudah 2 hari, tapi tetap tidak bisa.;1
601;N Yuk;21/02/2022 12:12;4;bukti pajaknya di kirim pake jasa kantor pos dan diterima pas sudah lupa ,,,bayar januari di terima akhir febuari... lama banget padahal kilat khusus dengan tarif kirim diatas normal lama pengiriman nya kaya indonesia ke korea... bos... yg perlu ditingkatkan cuma kecepatan jasa kurir nya doang,,, ayo kantor pos kerjanya yang gercep ya... bisa ga kalah ama jasa kurir swasta ,,, pantes aja tenggelem;-1
602;herry riel;20/02/2022 13:00;4;membantu untuk pembayaran pajak;1
603;・・ｹ・・・・・｣・ｺ・・・ｼ・・・・・ｰ・・ｼ;19/02/2022 15:04;4;Mau tanya kalau daftar kendaraan punya keluarga yg bukan 1 KK gimana ya? Pilihan nya cuma *milik pribadi & *milik keluarga satu KK..;0
604;wining wulan;19/02/2022 11:55;4;Bapak polisi yg terhormat tolong dong plat merah yg memakai cover mika hitam ditindak. Terimakasih;0
605;bayu asri;18/02/2022 19:13;4;Mohon dipermudah dalam menampilkan menu supaya user tidak bingung;0
606;sobirin holidi;17/02/2022 20:22;4;sangat memudahkan, hanya saja saya mau nambahkan motor selalu gagal;1
607;CakLu Oi;17/02/2022 16:27;4;kalau soal pembayaran sih, Alhamdulillah lancar, gampang, daftar juga gampang, tpi kendalanya yg mau dianterin/dikirimin suratnya, lama bgt..... nunggu seminggu baru sampai;1
608;Tgm Bule;16/02/2022 15:52;4;tinggal nunggu kedatangannya;0
609;Aries Saputra;15/02/2022 13:25;4;Tolong pengiriman ke rumah di digratiskan... lumayan mahal utk area jakarta pusat biaya 35.000;-1
610;Irma Pujia;15/02/2022 7:09;4;Proses cepat,, memudahkan cuma ko pas bayar pajak kendaraan ongkirnya ko beda yah padahal dengn alamat yg sama ekspedisi yg sama pula.. tp oke lah;1
611;V125R nation;14/02/2022 21:36;4;Mohon update akan datang tambahkan lagi pembayaran virtual account untuk bank swasta, saya coba mau bayar lwt Indomaret pun selalu gagal... Kalau seperti app korlantas/sinar bisa tuh min VA bank swasta. dri (plat KH) Terimakasih.;-1
612;Muhammad Bachtiar;14/02/2022 16:20;4;Bayar pajak bisa online, hemat waktu dan menghindari pungli. Tapi sayang stampel yg di STNK tidak dapat;1
613;Dede Iman;14/02/2022 11:20;4;skrng prpanjang gak usah ke samsat nya,cukup pake aplikasi signal...stnk langsung dkr ke rumah・・・・;1
614;Ibnu Syamsir;13/02/2022 17:16;4;Yesss good;1
615;Wartono ANC;13/02/2022 9:37;4;Ok walpun ada kendala pada sitem;1
616;Hendy Channel;12/02/2022 21:37;4;cara dapat kode bayarnya bgmn ya?;0
617;Taufik Akhmad;12/02/2022 9:23;4;sangat membantu untuk kita yang terkadang tidak ada waktu untuk datang langsung ke samsat, cuma terkendala pada kurirnya aja yang lama.;1
